1`(1, 0.5, 70.56, 53.88, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(2, 0.5, 99.68, 7.71, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(3, 0.5, 91.94, 61.01, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(4, 0.5, 12.3, 30.14, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(5, 0.5, 14.1, 32.7, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(6, 0.5, 73.85, 16.14, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(7, 0.5, 28.38, 86.86, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(8, 0.5, 30.45, 87.69, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(9, 0.5, 49.26, 66.3, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(10, 0.5, 95.8, 3.92, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(11, 0.5, 27.29, 64.31, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(12, 0.5, 24.73, 24.62, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(13, 0.5, 65.0, 34.4, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(14, 0.5, 1.75, 8.71, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(15, 0.5, 85.3, 93.83, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(16, 0.5, 2.21, 48.02, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(17, 0.5, 13.31, 47.0, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(18, 0.5, 95.41, 89.2, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(19, 0.5, 76.75, 54.62, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(20, 0.5, 64.79, 61.9, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(21, 0.5, 51.99, 51.7, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(22, 0.5, 92.22, 87.42, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(23, 0.5, 12.3, 60.74, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(24, 0.5, 12.62, 47.58, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(25, 0.5, 51.68, 49.6, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(26, 0.5, 72.59, 70.06, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(27, 0.5, 0.36, 56.99, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(28, 0.5, 99.04, 5.13, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(29, 0.5, 68.47, 79.8, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(30, 0.5, 72.49, 39.11, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(31, 0.5, 87.72, 29.25, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(32, 0.5, 46.92, 73.15, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(33, 0.5, 73.75, 28.21, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(34, 0.5, 45.0, 10.37, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(35, 0.5, 85.11, 95.28, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(36, 0.5, 90.33, 78.86, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(37, 0.5, 46.14, 69.63, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(38, 0.5, 8.87, 10.51, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(39, 0.5, 66.25, 72.61, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(40, 0.5, 13.08, 97.06, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(41, 0.5, 35.89, 62.04, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(42, 0.5, 9.9, 65.91, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(43, 0.5, 60.83, 75.39, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(44, 0.5, 70.71, 70.13, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(45, 0.5, 56.5, 72.52, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(46, 0.5, 90.9, 91.91, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(47, 0.5, 88.39, 48.95, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(48, 0.5, 39.13, 61.2, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(49, 0.5, 46.35, 56.36, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(50, 0.5, 83.95, 82.67, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(51, 0.5, 48.35, 46.66, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(52, 0.5, 51.55, 50.73, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(53, 0.5, 57.66, 96.13, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(54, 0.5, 80.48, 85.95, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(55, 0.5, 37.56, 90.57, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(56, 0.5, 97.87, 43.98, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(57, 0.5, 56.04, 2.83, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(58, 0.5, 10.15, 73.38, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(59, 0.5, 38.9, 2.44, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(60, 0.5, 89.74, 61.14, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(61, 0.5, 72.61, 45.85, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(62, 0.5, 90.64, 81.53, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(63, 0.5, 5.17, 22.95, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(64, 0.5, 55.34, 22.49, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(65, 0.5, 35.04, 93.09, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(66, 0.5, 86.33, 27.92, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(67, 0.5, 26.86, 68.61, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(68, 0.5, 71.84, 98.83, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(69, 0.5, 81.19, 27.98, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(70, 0.5, 49.83, 63.32, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(71, 0.5, 39.66, 12.0, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(72, 0.5, 5.87, 8.18, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(73, 0.5, 66.16, 12.0, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(74, 0.5, 41.87, 31.06, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(75, 0.5, 51.54, 38.47, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(76, 0.5, 9.4, 17.57, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(77, 0.5, 84.35, 51.39, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(78, 0.5, 32.45, 50.2, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(79, 0.5, 35.0, 52.54, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(80, 0.5, 80.67, 99.94, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(81, 0.5, 27.58, 60.38, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(82, 0.5, 10.85, 13.96, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(83, 0.5, 66.73, 27.77, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(84, 0.5, 20.39, 34.47, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(85, 0.5, 10.45, 8.28, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(86, 0.5, 17.71, 75.37, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(87, 0.5, 79.83, 66.32, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(88, 0.5, 88.79, 49.2, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(89, 0.5, 77.42, 96.79, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(90, 0.5, 69.78, 6.1, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(91, 0.5, 17.61, 39.47, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(92, 0.5, 30.83, 32.06, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(93, 0.5, 22.31, 66.47, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(94, 0.5, 75.68, 53.59, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(95, 0.5, 63.87, 79.86, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(96, 0.5, 8.45, 50.09, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(97, 0.5, 27.75, 58.96, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(98, 0.5, 32.59, 17.39, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(99, 0.5, 42.2, 85.88, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(100, 0.5, 97.96, 56.79, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(101, 0.5, 6.96, 13.12, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(102, 0.5, 29.01, 91.9, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(103, 0.5, 20.3, 12.21, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(104, 0.5, 57.61, 16.05, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(105, 0.5, 20.12, 49.84, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(106, 0.5, 3.69, 37.46, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(107, 0.5, 78.6, 81.36, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(108, 0.5, 72.58, 63.28, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(109, 0.5, 72.64, 88.94, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(110, 0.5, 57.89, 87.67, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(111, 0.5, 17.33, 22.23, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(112, 0.5, 49.43, 7.89, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(113, 0.5, 7.11, 88.13, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(114, 0.5, 26.59, 91.51, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(115, 0.5, 4.04, 77.26, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(116, 0.5, 52.85, 5.88, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
1`(117, 0.5, 28.02, 34.21, 142.0, 0, 0, [], [], 0, 0, 0, [], 1, 0)++
